acteur_id,nom,prenom,groupe_code,groupe_libelle_court,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate
PA1001,Daubresse,Marc-Philippe,LES-REP,Les Républicains,25,25,0,1
PA1001,Daubresse,Marc-Philippe,UMP,UMP,95,94,1,0.9894736842105263
PA1012,de la Verpillière,Charles,LES-REP,Les Républicains,52,50,2,0.9615384615384616
PA1012,de la Verpillière,Charles,R-UMP,Rassemblement-UMP,1,1,0,1
PA1012,de la Verpillière,Charles,UMP,UMP,103,103,0,1
PA1020,Debré,Bernard,LES-REP,Les Républicains,63,57,6,0.9047619047619048
PA1020,Debré,Bernard,R-UMP,Rassemblement-UMP,1,1,0,1
PA1020,Debré,Bernard,UMP,UMP,105,102,3,0.9714285714285714
PA1029,Deflesselles,Bernard,LES-REP,Les Républicains,35,34,1,0.9714285714285714
PA1029,Deflesselles,Bernard,UMP,UMP,104,104,0,1
PA1031,Degauchy,Lucien,LES-REP,Les Républicains,30,29,1,0.9666666666666667
PA1031,Degauchy,Lucien,UMP,UMP,83,79,4,0.9518072289156626
PA1032,Deguilhem,Pascal,SER,SER,14,14,0,1
PA1032,Deguilhem,Pascal,SRC,SRC,151,149,2,0.9867549668874173
PA1116,Destot,Michel,SER,SER,14,14,0,1
PA1116,Destot,Michel,SRC,SRC,131,126,5,0.9618320610687023
PA1124,Devedjian,Patrick,LES-REP,Les Républicains,46,39,7,0.8478260869565217
PA1124,Devedjian,Patrick,UMP,UMP,103,102,1,0.9902912621359223
PA1141,Dolez,Marc,GDR,GDR,206,199,7,0.9660194174757282
PA1152,Dord,Dominique,LES-REP,Les Républicains,40,39,1,0.975
PA1152,Dord,Dominique,R-UMP,Rassemblement-UMP,1,1,0,1
PA1152,Dord,Dominique,UMP,UMP,103,101,2,0.9805825242718447
PA1155,Dosière,René,SER,SER,26,25,1,0.9615384615384616
PA1155,Dosière,René,SRC,SRC,173,169,4,0.976878612716763
PA1182,Dufau,Jean-Pierre,SER,SER,27,27,0,1
PA1182,Dufau,Jean-Pierre,SRC,SRC,130,125,5,0.9615384615384616
PA1193,Dumas,William,SER,SER,29,29,0,1
PA1193,Dumas,William,SRC,SRC,179,175,4,0.9776536312849162
PA1198,Dumont,Laurence,SER,SER,17,17,0,1
PA1198,Dumont,Laurence,SRC,SRC,139,131,8,0.9424460431654677
PA1199,Dumont,Jean-Louis,SER,SER,30,30,0,1
PA1199,Dumont,Jean-Louis,SRC,SRC,174,166,8,0.9540229885057471
PA1206,Dupont-Aignan,Nicolas,NI,NI,113,96,17,0.8495575221238938
PA1208,Dupré,Jean-Paul,SER,SER,11,11,0,1
PA1208,Dupré,Jean-Paul,SRC,SRC,137,136,1,0.9927007299270073
PA1214,Durand,Yves,SER,SER,24,24,0,1
PA1214,Durand,Yves,SRC,SRC,189,189,0,1
PA1226,Duron,Philippe,SER,SER,26,26,0,1
PA1226,Duron,Philippe,SRC,SRC,149,146,3,0.9798657718120806
PA1243,Eckert,Christian,SRC,SRC,65,65,0,1
PA1252,Emmanuelli,Henri,SER,SER,11,11,0,1
PA1252,Emmanuelli,Henri,SRC,SRC,122,111,11,0.9098360655737705
PA1263,Estrosi,Christian,LES-REP,Les Républicains,16,15,1,0.9375
PA1263,Estrosi,Christian,R-UMP,Rassemblement-UMP,1,1,0,1
PA1263,Estrosi,Christian,UMP,UMP,95,92,3,0.968421052631579
PA1310,Fillon,François,LES-REP,Les Républicains,36,35,1,0.9722222222222222
PA1310,Fillon,François,R-UMP,Rassemblement-UMP,1,1,0,1
PA1310,Fillon,François,UMP,UMP,103,103,0,1
PA1353,Françaix,Michel,SER,SER,25,23,2,0.92
PA1353,Françaix,Michel,SRC,SRC,122,120,2,0.9836065573770492
PA1362,Franqueville,Christian,SER,SER,27,26,1,0.9629629629629629
PA1362,Franqueville,Christian,SRC,SRC,154,153,1,0.9935064935064936
PA1364,Fraysse,Jacqueline,GDR,GDR,217,216,1,0.9953917050691244
PA1373,Fritch,Édouard,UDI,UDI,38,35,3,0.9210526315789473
PA1379,Fromion,Yves,LES-REP,Les Républicains,56,55,1,0.9821428571428571
PA1379,Fromion,Yves,UMP,UMP,113,112,1,0.9911504424778761
PA1401,Galut,Yann,SER,SER,22,19,3,0.8636363636363636
PA1401,Galut,Yann,SRC,SRC,130,123,7,0.9461538461538461
PA1445,Gaymard,Hervé,LES-REP,Les Républicains,39,38,1,0.9743589743589743
PA1445,Gaymard,Hervé,R-UMP,Rassemblement-UMP,1,1,0,1
PA1445,Gaymard,Hervé,UMP,UMP,131,129,2,0.9847328244274809
PA1459,Gérard,Bernard,LES-REP,Les Républicains,68,66,2,0.9705882352941176
PA1459,Gérard,Bernard,UMP,UMP,122,121,1,0.9918032786885246
PA1466,Gest,Alain,LES-REP,Les Républicains,38,38,0,1
PA1466,Gest,Alain,UMP,UMP,95,95,0,1
PA1477,Ginesta,Jordi,LES-REP,Les Républicains,28,27,1,0.9642857142857143
PA1477,Ginesta,Jordi,R-UMP,Rassemblement-UMP,1,1,0,1
PA1477,Ginesta,Jordi,UMP,UMP,100,100,0,1
PA1483,Giran,Jean-Pierre,LES-REP,Les Républicains,28,27,1,0.9642857142857143
PA1483,Giran,Jean-Pierre,R-UMP,Rassemblement-UMP,1,1,0,1
PA1483,Giran,Jean-Pierre,UMP,UMP,96,96,0,1
PA1496,Glavany,Jean,SER,SER,16,16,0,1
PA1496,Glavany,Jean,SRC,SRC,137,136,1,0.9927007299270073
PA1498,Goasguen,Claude,LES-REP,Les Républicains,46,46,0,1
PA1498,Goasguen,Claude,UMP,UMP,93,90,3,0.967741935483871
PA1521,Goujon,Philippe,LES-REP,Les Républicains,62,61,1,0.9838709677419355
PA1521,Goujon,Philippe,UMP,UMP,105,104,1,0.9904761904761905
PA1567,Guedj,Jérôme,SRC,SRC,65,64,1,0.9846153846153847
PA1574,Guibal,Jean-Claude,LES-REP,Les Républicains,45,44,1,0.9777777777777777
PA1574,Guibal,Jean-Claude,R-UMP,Rassemblement-UMP,1,1,0,1
PA1574,Guibal,Jean-Claude,UMP,UMP,102,102,0,1
PA1579,Guigou,Élisabeth,SER,SER,14,14,0,1
PA1579,Guigou,Élisabeth,SRC,SRC,156,156,0,1
PA1585,Guillet,Jean-Jacques,LES-REP,Les Républicains,53,47,6,0.8867924528301887
PA1585,Guillet,Jean-Jacques,R-UMP,Rassemblement-UMP,1,1,0,1
PA1585,Guillet,Jean-Jacques,UMP,UMP,103,101,2,0.9805825242718447
PA1592,Habib,David,SER,SER,26,26,0,1
PA1592,Habib,David,SRC,SRC,145,141,4,0.9724137931034482
PA1630,Herbillon,Michel,LES-REP,Les Républicains,36,36,0,1
PA1630,Herbillon,Michel,UMP,UMP,100,100,0,1
PA1661,Houillon,Philippe,LES-REP,Les Républicains,57,51,6,0.8947368421052632
PA1661,Houillon,Philippe,R-UMP,Rassemblement-UMP,1,1,0,1
PA1661,Houillon,Philippe,UMP,UMP,112,112,0,1
PA1689,Imbert,Françoise,SER,SER,17,17,0,1
PA1689,Imbert,Françoise,SRC,SRC,171,170,1,0.9941520467836257
PA1695,Jacob,Christian,LES-REP,Les Républicains,70,70,0,1
PA1695,Jacob,Christian,UMP,UMP,140,140,0,1
PA1699,Jacquat,Denis,LES-REP,Les Républicains,46,45,1,0.9782608695652174
PA1699,Jacquat,Denis,UMP,UMP,119,116,3,0.9747899159663865
PA1710,Janquin,Serge,SER,SER,11,11,0,1
PA1710,Janquin,Serge,SRC,SRC,153,147,6,0.9607843137254902
PA1748,Jung,Armand,SRC,SRC,117,116,1,0.9914529914529915
PA1761,Kert,Christian,LES-REP,Les Républicains,64,64,0,1
PA1761,Kert,Christian,UMP,UMP,109,109,0,1
PA1770,Kossowski,Jacques,LES-REP,Les Républicains,32,32,0,1
PA1770,Kossowski,Jacques,UMP,UMP,102,102,0,1
PA1778,Labaune,Patrick,LES-REP,Les Républicains,26,26,0,1
PA1778,Labaune,Patrick,UMP,UMP,82,81,1,0.9878048780487805
PA1789,Lacuey,Conchita,SER,SER,13,13,0,1
PA1789,Lacuey,Conchita,SRC,SRC,134,133,1,0.9925373134328358
PA1790,Laffineur,Marc,LES-REP,Les Républicains,26,25,1,0.9615384615384616
PA1790,Laffineur,Marc,UMP,UMP,112,110,2,0.9821428571428571
PA1809,Lambert,Jérôme,RRDP,RRDP,68,61,7,0.8970588235294118
PA1809,Lambert,Jérôme,SRC,SRC,48,46,2,0.9583333333333334
PA1816,Lamy,François,SER,SER,13,13,0,1
PA1816,Lamy,François,SRC,SRC,70,60,10,0.8571428571428571
PA1838,Lassalle,Jean,NI,NI,132,119,13,0.9015151515151515
PA1844,Launay,Jean,SER,SER,34,34,0,1
PA1844,Launay,Jean,SRC,SRC,227,222,5,0.9779735682819384
PA1857,Lazaro,Thierry,LES-REP,Les Républicains,37,36,1,0.972972972972973
PA1857,Lazaro,Thierry,R-UMP,Rassemblement-UMP,1,1,0,1
PA1857,Lazaro,Thierry,UMP,UMP,92,91,1,0.9891304347826086
PA1866,Le Bris,Gilbert,SER,SER,23,23,0,1
PA1866,Le Bris,Gilbert,SRC,SRC,164,158,6,0.9634146341463414
PA1871,Le Déaut,Jean-Yves,SER,SER,25,25,0,1
PA1871,Le Déaut,Jean-Yves,SRC,SRC,139,138,1,0.9928057553956835
PA1874,Le Fur,Marc,LES-REP,Les Républicains,67,64,3,0.9552238805970149
PA1874,Le Fur,Marc,UMP,UMP,199,196,3,0.9849246231155779
PA1880,Le Guen,Jean-Marie,SRC,SRC,63,62,1,0.9841269841269841
PA1886,Le Roux,Bruno,SER,SER,43,41,2,0.9534883720930233
PA1886,Le Roux,Bruno,SRC,SRC,292,290,2,0.9931506849315068
PA1893,Lebranchu,Marylise,SER,SER,23,23,0,1
PA1893,Lebranchu,Marylise,SRC,SRC,8,8,0,1
PA1911,Lefait,Michel,SER,SER,12,12,0,1
PA1911,Lefait,Michel,SRC,SRC,144,144,0,1
PA1931,Lellouche,Pierre,LES-REP,Les Républicains,54,47,7,0.8703703703703703
PA1931,Lellouche,Pierre,R-UMP,Rassemblement-UMP,1,1,0,1
PA1931,Lellouche,Pierre,UMP,UMP,115,113,2,0.9826086956521739
PA1936,Lemasle,Patrick,SER,SER,25,25,0,1
PA1936,Lemasle,Patrick,SRC,SRC,134,132,2,0.9850746268656716
PA1946,Leonetti,Jean,LES-REP,Les Républicains,49,48,1,0.9795918367346939
PA1946,Leonetti,Jean,R-UMP,Rassemblement-UMP,1,1,0,1
PA1946,Leonetti,Jean,UMP,UMP,99,99,0,1
PA1954,Lequiller,Pierre,LES-REP,Les Républicains,53,53,0,1
PA1954,Lequiller,Pierre,UMP,UMP,112,112,0,1
PA1960,Leroy,Maurice,UDI,UDI,132,130,2,0.9848484848484849
PA1963,Lesage,Michel,SER,SER,14,14,0,1
PA1963,Lesage,Michel,SRC,SRC,172,169,3,0.9825581395348837
PA1977,Liebgott,Michel,SER,SER,16,16,0,1
PA1977,Liebgott,Michel,SRC,SRC,175,175,0,1
PA1979,Lignières-Cassou,Martine,SER,SER,25,25,0,1
PA1979,Lignières-Cassou,Martine,SRC,SRC,191,183,8,0.9581151832460733
PA1991,Loncle,François,SER,SER,29,28,1,0.9655172413793104
PA1991,Loncle,François,SRC,SRC,184,179,5,0.9728260869565217
PA2011,Luca,Lionnel,LES-REP,Les Républicains,27,27,0,1
PA2011,Luca,Lionnel,UMP,UMP,84,80,4,0.9523809523809523
PA2045,Mamère,Noël,ECOLO,Écolo,115,110,5,0.9565217391304348
PA2045,Mamère,Noël,NI,NI,16,15,1,0.9375
PA2048,Mancel,Jean-François,LES-REP,Les Républicains,54,51,3,0.9444444444444444
PA2048,Mancel,Jean-François,UMP,UMP,102,102,0,1
PA2051,Mandon,Thierry,SRC,SRC,67,67,0,1
PA2073,Mariani,Thierry,LES-REP,Les Républicains,48,41,7,0.8541666666666666
PA2073,Mariani,Thierry,UMP,UMP,105,101,4,0.9619047619047619
PA2075,Marie-Jeanne,Alfred,GDR,GDR,90,83,7,0.9222222222222223
PA2083,Mariton,Hervé,LES-REP,Les Républicains,44,41,3,0.9318181818181818
PA2083,Mariton,Hervé,UMP,UMP,99,97,2,0.9797979797979798
PA2084,Marleix,Alain,LES-REP,Les Républicains,33,32,1,0.9696969696969697
PA2084,Marleix,Alain,R-UMP,Rassemblement-UMP,1,1,0,1
PA2084,Marleix,Alain,UMP,UMP,101,100,1,0.9900990099009901
PA2086,Marlin,Franck,LES-REP,Les Républicains,30,29,1,0.9666666666666667
PA2086,Marlin,Franck,UMP,UMP,84,82,2,0.9761904761904762
PA2089,Marsaud,Alain,LES-REP,Les Républicains,40,36,4,0.9
PA2089,Marsaud,Alain,UMP,UMP,92,92,0,1
PA2098,Martin,Philippe Armand,LES-REP,Les Républicains,46,42,4,0.9130434782608695
PA2098,Martin,Philippe Armand,R-UMP,Rassemblement-UMP,1,1,0,1
PA2098,Martin,Philippe Armand,UMP,UMP,101,101,0,1
PA2099,Martin-Lalande,Patrice,LES-REP,Les Républicains,49,47,2,0.9591836734693877
PA2099,Martin-Lalande,Patrice,UMP,UMP,104,104,0,1
PA2124,Mathis,Jean-Claude,LES-REP,Les Républicains,42,40,2,0.9523809523809523
PA2124,Mathis,Jean-Claude,R-UMP,Rassemblement-UMP,1,1,0,1
PA2124,Mathis,Jean-Claude,UMP,UMP,112,111,1,0.9910714285714286
PA2155,Menuel,Gérard,LES-REP,Les Républicains,69,69,0,1
PA2155,Menuel,Gérard,UMP,UMP,18,18,0,1
PA216574,Hillmeyer,Francis,UDI,UDI,116,112,4,0.9655172413793104
PA2191,Mignon,Jean-Claude,LES-REP,Les Républicains,55,51,4,0.9272727272727272
PA2191,Mignon,Jean-Claude,R-UMP,Rassemblement-UMP,1,1,0,1
PA2191,Mignon,Jean-Claude,UMP,UMP,91,90,1,0.989010989010989
PA2229,Morange,Pierre,LES-REP,Les Républicains,46,46,0,1
PA2229,Morange,Pierre,UMP,UMP,103,103,0,1
PA2236,Morin,Hervé,UDI,UDI,92,89,3,0.967391304347826
PA223837,Brochand,Bernard,LES-REP,Les Républicains,28,28,0,1
PA223837,Brochand,Bernard,R-UMP,Rassemblement-UMP,1,1,0,1
PA223837,Brochand,Bernard,UMP,UMP,100,100,0,1
PA2240,Moscovici,Pierre,SRC,SRC,10,10,0,1
PA2250,Moyne-Bressand,Alain,LES-REP,Les Républicains,51,50,1,0.9803921568627451
PA2250,Moyne-Bressand,Alain,UMP,UMP,102,101,1,0.9901960784313726
PA2257,Myard,Jacques,LES-REP,Les Républicains,54,53,1,0.9814814814814815
PA2257,Myard,Jacques,UMP,UMP,115,110,5,0.9565217391304348
PA2265,Nauche,Philippe,SER,SER,26,26,0,1
PA2265,Nauche,Philippe,SRC,SRC,148,148,0,1
PA2277,Nicolin,Yves,LES-REP,Les Républicains,52,52,0,1
PA2277,Nicolin,Yves,UMP,UMP,109,109,0,1
PA2295,Ollier,Patrick,LES-REP,Les Républicains,44,44,0,1
PA2295,Ollier,Patrick,R-UMP,Rassemblement-UMP,1,1,0,1
PA2295,Ollier,Patrick,UMP,UMP,110,110,0,1
PA230,Accoyer,Bernard,LES-REP,Les Républicains,63,62,1,0.9841269841269841
PA230,Accoyer,Bernard,UMP,UMP,126,124,2,0.9841269841269841
PA230329,Lamour,Jean-François,LES-REP,Les Républicains,40,36,4,0.9
PA230329,Lamour,Jean-François,R-UMP,Rassemblement-UMP,1,1,0,1
PA230329,Lamour,Jean-François,UMP,UMP,119,118,1,0.9915966386554622
PA2317,Pajon,Michel,SER,SER,15,15,0,1
PA2317,Pajon,Michel,SRC,SRC,119,119,0,1
PA2338,Paul,Christian,SER,SER,13,12,1,0.9230769230769231
PA2338,Paul,Christian,SRC,SRC,156,117,39,0.75
PA2343,Peiro,Germinal,SER,SER,11,11,0,1
PA2343,Peiro,Germinal,SRC,SRC,167,163,4,0.9760479041916168
PA2345,Pélissard,Jacques,LES-REP,Les Républicains,34,33,1,0.9705882352941176
PA2345,Pélissard,Jacques,UMP,UMP,117,117,0,1
PA2365,Perez,Jean-Claude,SER,SER,14,14,0,1
PA2365,Perez,Jean-Claude,SRC,SRC,132,131,1,0.9924242424242424
PA2374,Gaillard,Geneviève,SER,SER,24,24,0,1
PA2374,Gaillard,Geneviève,SRC,SRC,174,157,17,0.9022988505747126
PA2377,Perrut,Bernard,LES-REP,Les Républicains,53,52,1,0.9811320754716981
PA2377,Perrut,Bernard,UMP,UMP,111,111,0,1
PA2424,Plagnol,Henri,UDI,UDI,3,3,0,1
PA243,Albarello,Yves,LES-REP,Les Républicains,61,59,2,0.9672131147540983
PA243,Albarello,Yves,UMP,UMP,109,108,1,0.9908256880733946
PA2430,Plisson,Philippe,SER,SER,30,27,3,0.9
PA2430,Plisson,Philippe,SRC,SRC,161,151,10,0.937888198757764
PA2492,Quentin,Didier,LES-REP,Les Républicains,35,33,2,0.9428571428571428
PA2492,Quentin,Didier,UMP,UMP,104,104,0,1
PA2503,Raimbourg,Dominique,SER,SER,38,38,0,1
PA2503,Raimbourg,Dominique,SRC,SRC,204,201,3,0.9852941176470589
PA2529,Reitzer,Jean-Luc,LES-REP,Les Républicains,29,29,0,1
PA2529,Reitzer,Jean-Luc,UMP,UMP,102,100,2,0.9803921568627451
PA2549,Reynaud,Marie-Line,SER,SER,17,17,0,1
PA2549,Reynaud,Marie-Line,SRC,SRC,143,136,7,0.951048951048951
PA259,Ameline,Nicole,LES-REP,Les Républicains,49,47,2,0.9591836734693877
PA259,Ameline,Nicole,UMP,UMP,104,101,3,0.9711538461538461
PA2597,Rochebloine,François,UDI,UDI,160,158,2,0.9875
PA2600,Rodet,Alain,SER,SER,13,13,0,1
PA2600,Rodet,Alain,SRC,SRC,124,122,2,0.9838709677419355
PA2603,Rogemont,Marcel,SER,SER,11,11,0,1
PA2603,Rogemont,Marcel,SRC,SRC,129,125,4,0.9689922480620154
PA2611,Roman,Bernard,SER,SER,7,7,0,1
PA2611,Roman,Bernard,SRC,SRC,142,139,3,0.9788732394366197
PA2631,Rouquet,René,SER,SER,29,29,0,1
PA2631,Rouquet,René,SRC,SRC,127,125,2,0.984251968503937
PA2664,Salen,Paul,LES-REP,Les Républicains,32,32,0,1
PA2664,Salen,Paul,UMP,UMP,97,97,0,1
PA2667,Salles,Rudy,UDI,UDI,114,112,2,0.9824561403508771
PA266774,Furst,Laurent,LES-REP,Les Républicains,51,50,1,0.9803921568627451
PA266774,Furst,Laurent,UMP,UMP,142,141,1,0.9929577464788732
PA266776,Reiss,Frédéric,LES-REP,Les Républicains,98,96,2,0.9795918367346939
PA266776,Reiss,Frédéric,R-UMP,Rassemblement-UMP,1,1,0,1
PA266776,Reiss,Frédéric,UMP,UMP,188,185,3,0.9840425531914894
PA266788,Morel-À-L'Huissier,Pierre,LES-REP,Les Républicains,81,79,2,0.9753086419753086
PA266788,Morel-À-L'Huissier,Pierre,UMP,UMP,121,119,2,0.9834710743801653
PA266797,Gosselin,Philippe,LES-REP,Les Républicains,61,60,1,0.9836065573770492
PA266797,Gosselin,Philippe,UMP,UMP,131,129,2,0.9847328244274809
PA266863,Fougerat,Jean-Pierre,SRC,SRC,73,73,0,1
PA267013,Sordi,Michel,LES-REP,Les Républicains,48,47,1,0.9791666666666666
PA267013,Sordi,Michel,R-UMP,Rassemblement-UMP,1,1,0,1
PA267013,Sordi,Michel,UMP,UMP,125,124,1,0.992
PA267042,Favennec-Bécot,Yannick,UDI,UDI,156,151,5,0.967948717948718
PA267057,Lett,Céleste,LES-REP,Les Républicains,32,32,0,1
PA267057,Lett,Céleste,R-UMP,Rassemblement-UMP,1,1,0,1
PA267057,Lett,Céleste,UMP,UMP,97,95,2,0.979381443298969
PA267075,Blanc,Étienne,LES-REP,Les Républicains,18,15,3,0.8333333333333334
PA267075,Blanc,Étienne,UMP,UMP,114,112,2,0.9824561403508771
PA267080,Bertrand,Xavier,LES-REP,Les Républicains,13,13,0,1
PA267080,Bertrand,Xavier,UMP,UMP,101,100,1,0.9900990099009901
PA267091,Massat,Frédérique,SER,SER,44,44,0,1
PA267091,Massat,Frédérique,SRC,SRC,238,234,4,0.9831932773109243
PA267148,Gilard,Franck,LES-REP,Les Républicains,30,29,1,0.9666666666666667
PA267148,Gilard,Franck,UMP,UMP,96,94,2,0.9791666666666666
PA267151,Gorges,Jean-Pierre,LES-REP,Les Républicains,39,38,1,0.9743589743589743
PA267151,Gorges,Jean-Pierre,UMP,UMP,103,98,5,0.9514563106796117
PA267165,Chatel,Luc,LES-REP,Les Républicains,43,42,1,0.9767441860465116
PA267165,Chatel,Luc,UMP,UMP,99,98,1,0.98989898989899
PA267178,Dhuicq,Nicolas,LES-REP,Les Républicains,62,54,8,0.8709677419354839
PA267178,Dhuicq,Nicolas,UMP,UMP,159,149,10,0.9371069182389937
PA267188,Carrillon-Couvreur,Martine,SER,SER,16,16,0,1
PA267188,Carrillon-Couvreur,Martine,SRC,SRC,179,179,0,1
PA267200,Huyghe,Sébastien,LES-REP,Les Républicains,42,41,1,0.9761904761904762
PA267200,Huyghe,Sébastien,UMP,UMP,104,104,0,1
PA267204,Sermier,Jean-Marie,LES-REP,Les Républicains,68,68,0,1
PA267204,Sermier,Jean-Marie,UMP,UMP,110,109,1,0.990909090909091
PA267227,Grosskost,Arlette,LES-REP,Les Républicains,50,49,1,0.98
PA267227,Grosskost,Arlette,R-UMP,Rassemblement-UMP,1,1,0,1
PA267227,Grosskost,Arlette,UMP,UMP,122,120,2,0.9836065573770492
PA267233,Bouillon,Christophe,SER,SER,29,28,1,0.9655172413793104
PA267233,Bouillon,Christophe,SRC,SRC,156,155,1,0.9935897435897436
PA267241,Demilly,Stéphane,UDI,UDI,103,103,0,1
PA267246,Heinrich,Michel,LES-REP,Les Républicains,61,53,8,0.8688524590163934
PA267246,Heinrich,Michel,R-UMP,Rassemblement-UMP,1,1,0,1
PA267246,Heinrich,Michel,UMP,UMP,107,106,1,0.9906542056074766
PA267260,Poletti,Bérengère,LES-REP,Les Républicains,59,58,1,0.9830508474576272
PA267260,Poletti,Bérengère,R-UMP,Rassemblement-UMP,1,1,0,1
PA267260,Poletti,Bérengère,UMP,UMP,119,110,9,0.9243697478991597
PA267266,Censi,Yves,LES-REP,Les Républicains,40,40,0,1
PA267266,Censi,Yves,UMP,UMP,105,103,2,0.9809523809523809
