acteur_id,nom,prenom,groupe_code,groupe_libelle_court,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate
PA267278,Martin,Philippe,SER,SER,10,10,0,1
PA267278,Martin,Philippe,SRC,SRC,98,90,8,0.9183673469387755
PA267285,Wauquiez,Laurent,LES-REP,Les Républicains,43,43,0,1
PA267285,Wauquiez,Laurent,R-UMP,Rassemblement-UMP,1,1,0,1
PA267285,Wauquiez,Laurent,UMP,UMP,96,88,8,0.9166666666666666
PA267289,Door,Jean-Pierre,LES-REP,Les Républicains,68,68,0,1
PA267289,Door,Jean-Pierre,UMP,UMP,140,139,1,0.9928571428571429
PA267306,Chassaigne,André,GDR,GDR,214,214,0,1
PA267317,Le Mèner,Dominique,LES-REP,Les Républicains,34,30,4,0.8823529411764706
PA267317,Le Mèner,Dominique,R-UMP,Rassemblement-UMP,1,1,0,1
PA267317,Le Mèner,Dominique,UMP,UMP,103,102,1,0.9902912621359223
PA267327,Meslot,Damien,LES-REP,Les Républicains,43,42,1,0.9767441860465116
PA267327,Meslot,Damien,UMP,UMP,92,89,3,0.967391304347826
PA267330,Zumkeller,Michel,UDI,UDI,117,116,1,0.9914529914529915
PA267330,Zumkeller,Michel,UMP,UMP,1,1,0,1
PA267336,Giraud,Joël,RRDP,RRDP,197,194,3,0.9847715736040609
PA267355,Herth,Antoine,LES-REP,Les Républicains,52,51,1,0.9807692307692307
PA267355,Herth,Antoine,UMP,UMP,124,121,3,0.9758064516129032
PA267358,Christ,Jean-Louis,LES-REP,Les Républicains,36,35,1,0.9722222222222222
PA267358,Christ,Jean-Louis,R-UMP,Rassemblement-UMP,1,1,0,1
PA267358,Christ,Jean-Louis,UMP,UMP,107,103,4,0.9626168224299065
PA267378,Levy,Geneviève,LES-REP,Les Républicains,47,44,3,0.9361702127659575
PA267378,Levy,Geneviève,R-UMP,Rassemblement-UMP,1,1,0,1
PA267378,Levy,Geneviève,UMP,UMP,111,111,0,1
PA267407,Giacobbi,Paul,RRDP,RRDP,169,162,7,0.9585798816568047
PA267429,Cinieri,Dino,LES-REP,Les Républicains,66,66,0,1
PA267429,Cinieri,Dino,R-UMP,Rassemblement-UMP,1,1,0,1
PA267429,Cinieri,Dino,UMP,UMP,122,120,2,0.9836065573770492
PA267433,Bourdouleix,Gilles,NI,NI,63,57,6,0.9047619047619048
PA267433,Bourdouleix,Gilles,UDI,UDI,37,37,0,1
PA267450,Delatte,Rémi,LES-REP,Les Républicains,50,49,1,0.98
PA267450,Delatte,Rémi,R-UMP,Rassemblement-UMP,1,1,0,1
PA267450,Delatte,Rémi,UMP,UMP,115,115,0,1
PA267457,Aboud,Élie,LES-REP,Les Républicains,41,41,0,1
PA267457,Aboud,Élie,UMP,UMP,112,111,1,0.9910714285714286
PA267459,Greff,Claude,LES-REP,Les Républicains,43,43,0,1
PA267459,Greff,Claude,R-UMP,Rassemblement-UMP,1,1,0,1
PA267459,Greff,Claude,UMP,UMP,135,134,1,0.9925925925925926
PA267469,Piron,Michel,R-UMP,Rassemblement-UMP,1,1,0,1
PA267469,Piron,Michel,UDI,UDI,124,116,8,0.9354838709677419
PA267469,Piron,Michel,UMP,UMP,10,10,0,1
PA267479,Mesquida,Kléber,SER,SER,19,18,1,0.9473684210526315
PA267479,Mesquida,Kléber,SRC,SRC,117,108,9,0.9230769230769231
PA267492,Candelier,Jean-Jacques,GDR,GDR,135,134,1,0.9925925925925926
PA267499,Guilloteau,Christophe,LES-REP,Les Républicains,37,35,2,0.9459459459459459
PA267499,Guilloteau,Christophe,UMP,UMP,95,94,1,0.9894736842105263
PA2675,Santini,André,UDI,UDI,101,100,1,0.9900990099009901
PA267506,Vitel,Philippe,LES-REP,Les Républicains,67,66,1,0.9850746268656716
PA267506,Vitel,Philippe,UMP,UMP,138,136,2,0.9855072463768116
PA267512,Marc,Alain,R-UMP,Rassemblement-UMP,1,1,0,1
PA267512,Marc,Alain,UMP,UMP,64,61,3,0.953125
PA267527,Saddier,Martial,LES-REP,Les Républicains,64,64,0,1
PA267527,Saddier,Martial,UMP,UMP,146,146,0,1
PA267532,Francina,Marc,LES-REP,Les Républicains,47,47,0,1
PA267532,Francina,Marc,UMP,UMP,105,105,0,1
PA267534,Pane,Luce,SER,SER,14,14,0,1
PA267534,Pane,Luce,SRC,SRC,123,122,1,0.991869918699187
PA267551,Lamblin,Jacques,LES-REP,Les Républicains,51,51,0,1
PA267551,Lamblin,Jacques,UMP,UMP,113,113,0,1
PA267556,Marty,Alain,LES-REP,Les Républicains,39,39,0,1
PA267556,Marty,Alain,UMP,UMP,102,102,0,1
PA267576,Bonnot,Marcel,LES-REP,Les Républicains,32,31,1,0.96875
PA267576,Bonnot,Marcel,R-UMP,Rassemblement-UMP,1,1,0,1
PA267576,Bonnot,Marcel,UMP,UMP,96,95,1,0.9895833333333334
PA267585,Vercamer,Francis,UDI,UDI,185,184,1,0.9945945945945946
PA267591,Fenech,Georges,LES-REP,Les Républicains,54,51,3,0.9444444444444444
PA267591,Fenech,Georges,UMP,UMP,116,114,2,0.9827586206896551
PA267598,Pons,Josette,LES-REP,Les Républicains,60,60,0,1
PA267598,Pons,Josette,UMP,UMP,108,108,0,1
PA267605,Pécresse,Valérie,LES-REP,Les Républicains,12,12,0,1
PA267605,Pécresse,Valérie,R-UMP,Rassemblement-UMP,1,1,0,1
PA267605,Pécresse,Valérie,UMP,UMP,100,99,1,0.99
PA267623,Da Silva,Carlos,SER,SER,12,11,1,0.9166666666666666
PA267623,Da Silva,Carlos,SRC,SRC,191,190,1,0.9947643979057592
PA267628,Kosciusko-Morizet,Nathalie,LES-REP,Les Républicains,58,53,5,0.9137931034482759
PA267628,Kosciusko-Morizet,Nathalie,UMP,UMP,100,97,3,0.97
PA267673,Folliot,Philippe,UDI,UDI,122,120,2,0.9836065573770492
PA267680,Ginesy,Charles-Ange,LES-REP,Les Républicains,55,53,2,0.9636363636363636
PA267680,Ginesy,Charles-Ange,R-UMP,Rassemblement-UMP,1,1,0,1
PA267680,Ginesy,Charles-Ange,UMP,UMP,102,101,1,0.9901960784313726
PA267689,de Rocca Serra,Camille,LES-REP,Les Républicains,54,53,1,0.9814814814814815
PA267689,de Rocca Serra,Camille,R-UMP,Rassemblement-UMP,1,1,0,1
PA267689,de Rocca Serra,Camille,UMP,UMP,117,115,2,0.9829059829059829
PA267695,Adam,Patricia,SER,SER,26,26,0,1
PA267695,Adam,Patricia,SRC,SRC,170,167,3,0.9823529411764705
PA267706,Appéré,Nathalie,SER,SER,21,21,0,1
PA267706,Appéré,Nathalie,SRC,SRC,173,173,0,1
PA267728,Priou,Christophe,LES-REP,Les Républicains,34,32,2,0.9411764705882353
PA267728,Priou,Christophe,R-UMP,Rassemblement-UMP,1,1,0,1
PA267728,Priou,Christophe,UMP,UMP,92,87,5,0.9456521739130435
PA267735,de Ganay,Claude,LES-REP,Les Républicains,54,54,0,1
PA267735,de Ganay,Claude,UMP,UMP,117,116,1,0.9914529914529915
PA267743,Courtial,Édouard,LES-REP,Les Républicains,44,43,1,0.9772727272727273
PA267743,Courtial,Édouard,UMP,UMP,97,97,0,1
PA267762,Decool,Jean-Pierre,LES-REP,Les Républicains,38,38,0,1
PA267762,Decool,Jean-Pierre,UMP,UMP,97,92,5,0.9484536082474226
PA267765,Villain,François-Xavier,UDI,UDI,84,82,2,0.9761904761904762
PA267775,Cochet,Philippe,LES-REP,Les Républicains,46,44,2,0.9565217391304348
PA267775,Cochet,Philippe,UMP,UMP,106,104,2,0.9811320754716981
PA267785,Larrivé,Guillaume,LES-REP,Les Républicains,91,87,4,0.9560439560439561
PA267785,Larrivé,Guillaume,UMP,UMP,168,167,1,0.9940476190476191
PA267794,Tabarot,Michèle,LES-REP,Les Républicains,44,44,0,1
PA267794,Tabarot,Michèle,UMP,UMP,97,97,0,1
PA267797,Vautrin,Catherine,LES-REP,Les Républicains,51,50,1,0.9803921568627451
PA267797,Vautrin,Catherine,UMP,UMP,105,105,0,1
PA267801,Jégo,Yves,UDI,UDI,110,105,5,0.9545454545454546
PA267813,Geoffroy,Guy,LES-REP,Les Républicains,73,69,4,0.9452054794520548
PA267813,Geoffroy,Guy,R-UMP,Rassemblement-UMP,1,1,0,1
PA267813,Geoffroy,Guy,UMP,UMP,145,143,2,0.9862068965517241
PA267822,Bénisti,Jacques Alain,LES-REP,Les Républicains,34,34,0,1
PA267822,Bénisti,Jacques Alain,R-UMP,Rassemblement-UMP,1,1,0,1
PA267822,Bénisti,Jacques Alain,UMP,UMP,105,105,0,1
PA267835,Le Bouillonnec,Jean-Yves,SER,SER,30,30,0,1
PA267835,Le Bouillonnec,Jean-Yves,SRC,SRC,247,243,4,0.9838056680161943
PA267886,Poniatowski,Axel,LES-REP,Les Républicains,47,46,1,0.9787234042553191
PA267886,Poniatowski,Axel,UMP,UMP,98,96,2,0.9795918367346939
PA267895,Chartier,Jérôme,LES-REP,Les Républicains,34,33,1,0.9705882352941176
PA267895,Chartier,Jérôme,R-UMP,Rassemblement-UMP,1,1,0,1
PA267895,Chartier,Jérôme,UMP,UMP,90,90,0,1
PA267918,Guilbert,Thérèse,SRC,SRC,87,86,1,0.9885057471264368
PA267923,Delcourt,Guy,SER,SER,16,16,0,1
PA267923,Delcourt,Guy,SRC,SRC,174,169,5,0.9712643678160919
PA267954,Hoffman-Rispal,Danièle,SRC,SRC,71,71,0,1
PA267965,Lepetit,Annick,SER,SER,41,40,1,0.975609756097561
PA267965,Lepetit,Annick,SRC,SRC,170,167,3,0.9823529411764705
PA268019,Lagarde,Jean-Christophe,UDI,UDI,123,121,2,0.983739837398374
PA268039,Jalton,Éric,SER,SER,14,14,0,1
PA268039,Jalton,Éric,SRC,SRC,110,110,0,1
PA268042,Louis-Carabin,Gabrielle,SER,SER,20,20,0,1
PA268042,Louis-Carabin,Gabrielle,SRC,SRC,149,147,2,0.9865771812080537
PA268048,Lurel,Victorin,SER,SER,15,14,1,0.9333333333333333
PA268048,Lurel,Victorin,SRC,SRC,61,59,2,0.9672131147540983
PA268051,Grouard,Serge,LES-REP,Les Républicains,40,39,1,0.975
PA268051,Grouard,Serge,R-UMP,Rassemblement-UMP,1,1,0,1
PA268051,Grouard,Serge,UMP,UMP,114,99,15,0.868421052631579
PA2685,Saugues,Odile,SER,SER,12,12,0,1
PA2685,Saugues,Odile,SRC,SRC,138,134,4,0.9710144927536232
PA2690,Sauvadet,François,UDI,UDI,111,111,0,1
PA2693,Sauvan,Gilbert,SER,SER,20,20,0,1
PA2693,Sauvan,Gilbert,SRC,SRC,121,121,0,1
PA2700,Scellier,François,LES-REP,Les Républicains,53,53,0,1
PA2700,Scellier,François,UMP,UMP,102,102,0,1
PA2707,Schneider,André,LES-REP,Les Républicains,36,36,0,1
PA2707,Schneider,André,UMP,UMP,110,109,1,0.990909090909091
PA271,Andrieux,Sylvie,NI,NI,86,41,45,0.47674418604651164
PA271,Andrieux,Sylvie,SRC,SRC,24,24,0,1
PA2713,Schwartzenberg,Roger-Gérard,RRDP,RRDP,176,172,4,0.9772727272727273
PA2775,Suguenot,Alain,LES-REP,Les Républicains,34,33,1,0.9705882352941176
PA2775,Suguenot,Alain,UMP,UMP,103,102,1,0.9902912621359223
PA2792,Taugourdeau,Jean-Charles,LES-REP,Les Républicains,48,48,0,1
PA2792,Taugourdeau,Jean-Charles,UMP,UMP,109,108,1,0.9908256880733946
PA2796,Teissier,Guy,LES-REP,Les Républicains,29,28,1,0.9655172413793104
PA2796,Teissier,Guy,R-UMP,Rassemblement-UMP,1,1,0,1
PA2796,Teissier,Guy,UMP,UMP,96,95,1,0.9895833333333334
PA2799,Terrasse,Pascal,SER,SER,13,12,1,0.9230769230769231
PA2799,Terrasse,Pascal,SRC,SRC,135,131,4,0.9703703703703703
PA2800,Terrier,Gérard,NI,NI,2,2,0,1
PA2800,Terrier,Gérard,SRC,SRC,87,87,0,1
PA2801,Terrot,Michel,LES-REP,Les Républicains,56,52,4,0.9285714285714286
PA2801,Terrot,Michel,R-UMP,Rassemblement-UMP,1,1,0,1
PA2801,Terrot,Michel,UMP,UMP,118,117,1,0.9915254237288136
PA2815,Tian,Dominique,LES-REP,Les Républicains,77,77,0,1
PA2815,Tian,Dominique,UMP,UMP,164,159,5,0.9695121951219512
PA2828,Tourret,Alain,RRDP,RRDP,204,196,8,0.9607843137254902
PA2859,Vaillant,Daniel,SER,SER,15,15,0,1
PA2859,Vaillant,Daniel,SRC,SRC,153,152,1,0.9934640522875817
PA2876,Vannson,François,LES-REP,Les Républicains,32,32,0,1
PA2876,Vannson,François,R-UMP,Rassemblement-UMP,1,1,0,1
PA2876,Vannson,François,UMP,UMP,97,97,0,1
PA2883,Vauzelle,Michel,SER,SER,27,27,0,1
PA2883,Vauzelle,Michel,SRC,SRC,122,122,0,1
PA2895,Vergnier,Michel,SER,SER,21,21,0,1
PA2895,Vergnier,Michel,SRC,SRC,139,134,5,0.9640287769784173
PA2907,Vialatte,Jean-Sébastien,LES-REP,Les Républicains,25,24,1,0.96
PA2907,Vialatte,Jean-Sébastien,UMP,UMP,82,82,0,1
PA2912,Vidalies,Alain,SRC,SRC,12,12,0,1
PA2936,Voisin,Michel,LES-REP,Les Républicains,63,59,4,0.9365079365079365
PA2936,Voisin,Michel,UMP,UMP,98,96,2,0.9795918367346939
PA295,Asensi,François,GDR,GDR,145,145,0,1
PA2952,Warsmann,Jean-Luc,LES-REP,Les Républicains,35,35,0,1
PA2952,Warsmann,Jean-Luc,UMP,UMP,95,90,5,0.9473684210526315
PA2960,Woerth,Éric,LES-REP,Les Républicains,46,46,0,1
PA2960,Woerth,Éric,R-UMP,Rassemblement-UMP,1,1,0,1
PA2960,Woerth,Éric,UMP,UMP,117,117,0,1
PA2971,Zimmermann,Marie-Jo,LES-REP,Les Républicains,55,55,0,1
PA2971,Zimmermann,Marie-Jo,UMP,UMP,114,109,5,0.956140350877193
PA304016,Hurel,Sandrine,SRC,SRC,125,124,1,0.992
PA309643,Besse,Véronique,NI,NI,141,130,11,0.9219858156028369
PA314,Audibert Troin,Olivier,LES-REP,Les Républicains,48,48,0,1
PA314,Audibert Troin,Olivier,UMP,UMP,102,101,1,0.9901960784313726
PA328,Ayrault,Jean-Marc,SRC,SRC,55,55,0,1
PA330008,Breton,Xavier,LES-REP,Les Républicains,71,68,3,0.9577464788732394
PA330008,Breton,Xavier,UMP,UMP,150,145,5,0.9666666666666667
PA330118,Chambefort,Guy,SER,SER,16,16,0,1
PA330118,Chambefort,Guy,SRC,SRC,182,180,2,0.989010989010989
PA330130,Lesterlin,Bernard,SER,SER,26,25,1,0.9615384615384616
PA330130,Lesterlin,Bernard,SRC,SRC,152,151,1,0.993421052631579
PA330240,Ciotti,Éric,LES-REP,Les Républicains,73,70,3,0.958904109589041
PA330240,Ciotti,Éric,R-UMP,Rassemblement-UMP,1,1,0,1
PA330240,Ciotti,Éric,UMP,UMP,108,108,0,1
PA330357,Dussopt,Olivier,SER,SER,25,25,0,1
PA330357,Dussopt,Olivier,SRC,SRC,181,180,1,0.994475138121547
PA330546,Marcel,Marie-Lou,SER,SER,23,23,0,1
PA330546,Marcel,Marie-Lou,SRC,SRC,181,169,12,0.9337016574585635
PA330613,Jibrayel,Henri,SER,SER,25,24,1,0.96
PA330613,Jibrayel,Henri,SRC,SRC,145,143,2,0.9862068965517241
PA330684,Boyer,Valérie,LES-REP,Les Républicains,52,49,3,0.9423076923076923
PA330684,Boyer,Valérie,UMP,UMP,113,112,1,0.9911504424778761
PA330788,Reynès,Bernard,LES-REP,Les Républicains,42,42,0,1
PA330788,Reynès,Bernard,UMP,UMP,96,95,1,0.9895833333333334
PA330981,Pinville,Martine,SRC,SRC,204,203,1,0.9950980392156863
PA331014,Quéré,Catherine,SER,SER,38,36,2,0.9473684210526315
PA331014,Quéré,Catherine,SRC,SRC,205,200,5,0.975609756097561
PA331146,Gandolfi-Scheit,Sauveur,LES-REP,Les Républicains,59,58,1,0.9830508474576272
PA331146,Gandolfi-Scheit,Sauveur,UMP,UMP,111,110,1,0.990990990990991
PA331282,Erhel,Corinne,SER,SER,27,27,0,1
PA331282,Erhel,Corinne,SRC,SRC,225,218,7,0.9688888888888889
PA331442,Reynier,Franck,UDI,UDI,111,111,0,1
PA331481,Le Maire,Bruno,LES-REP,Les Républicains,33,33,0,1
PA331481,Le Maire,Bruno,UMP,UMP,97,96,1,0.9896907216494846
PA331567,de La Raudière,Laure,LES-REP,Les Républicains,42,42,0,1
PA331567,de La Raudière,Laure,UMP,UMP,112,107,5,0.9553571428571429
PA331582,Vigier,Philippe,UDI,UDI,202,200,2,0.9900990099009901
PA331594,Urvoas,Jean-Jacques,SRC,SRC,216,206,10,0.9537037037037037
PA331658,Le Loch,Annick,SER,SER,34,33,1,0.9705882352941176
PA331658,Le Loch,Annick,SRC,SRC,200,193,7,0.965
PA331753,Lemorton,Catherine,SER,SER,42,38,4,0.9047619047619048
PA331753,Lemorton,Catherine,SRC,SRC,245,230,15,0.9387755102040817
PA331807,Martinel,Martine,SER,SER,25,25,0,1
PA331807,Martinel,Martine,SRC,SRC,162,155,7,0.9567901234567902
PA331835,Iborra,Monique,SER,SER,31,30,1,0.967741935483871
PA331835,Iborra,Monique,SRC,SRC,176,171,5,0.9715909090909091
PA331924,Delaunay,Michèle,SER,SER,22,20,2,0.9090909090909091
PA331924,Delaunay,Michèle,SRC,SRC,87,82,5,0.9425287356321839
PA331973,Got,Pascale,SER,SER,13,13,0,1
PA331973,Got,Pascale,SRC,SRC,145,142,3,0.9793103448275862
PA331990,Rousset,Alain,SER,SER,12,12,0,1
PA331990,Rousset,Alain,SRC,SRC,125,122,3,0.976
PA332015,Faure,Martine,SER,SER,16,16,0,1
PA332015,Faure,Martine,SRC,SRC,147,142,5,0.9659863945578231
PA332206,Marsac,Jean-René,SER,SER,27,27,0,1
PA332206,Marsac,Jean-René,SRC,SRC,142,135,7,0.9507042253521126
PA332228,Benoit,Thierry,UDI,UDI,179,176,3,0.9832402234636871
PA332305,Gille,Jean-Patrick,SER,SER,30,28,2,0.9333333333333333
PA332305,Gille,Jean-Patrick,SRC,SRC,181,154,27,0.850828729281768
PA332364,Fioraso,Geneviève,SER,SER,23,23,0,1
PA332364,Fioraso,Geneviève,SRC,SRC,25,25,0,1
PA332384,Issindou,Michel,SER,SER,36,36,0,1
PA332384,Issindou,Michel,SRC,SRC,218,218,0,1
PA332523,Dalloz,Marie-Christine,LES-REP,Les Républicains,79,79,0,1
PA332523,Dalloz,Marie-Christine,UMP,UMP,141,141,0,1
PA332614,Juanico,Régis,SER,SER,35,34,1,0.9714285714285714
PA332614,Juanico,Régis,SRC,SRC,150,141,9,0.94
PA332636,Gagnaire,Jean-Louis,SER,SER,28,26,2,0.9285714285714286
PA332636,Gagnaire,Jean-Louis,SRC,SRC,165,160,5,0.9696969696969697
PA332747,de Rugy,François,ECOLO,Écolo,203,180,23,0.8866995073891626
PA332747,de Rugy,François,SER,SER,32,32,0,1
PA332747,de Rugy,François,SRC,SRC,2,2,0,1
PA332796,Ménard,Michel,SER,SER,32,31,1,0.96875
PA332796,Ménard,Michel,SRC,SRC,177,174,3,0.9830508474576272
PA332843,Bouillé,Marie-Odile,SER,SER,13,13,0,1
PA332843,Bouillé,Marie-Odile,SRC,SRC,130,127,3,0.9769230769230769
PA332886,Carré,Olivier,LES-REP,Les Républicains,26,25,1,0.9615384615384616
PA332886,Carré,Olivier,UMP,UMP,113,107,6,0.9469026548672567
PA332950,Orliac,Dominique,RRDP,RRDP,165,157,8,0.9515151515151515
PA333043,Goua,Marc,SER,SER,12,12,0,1
PA333043,Goua,Marc,SRC,SRC,133,133,0,1
PA333134,Huet,Guénhaël,LES-REP,Les Républicains,53,51,2,0.9622641509433962
PA333134,Huet,Guénhaël,UMP,UMP,98,98,0,1
PA333224,Apparu,Benoist,LES-REP,Les Républicains,34,31,3,0.9117647058823529
PA333224,Apparu,Benoist,UMP,UMP,120,117,3,0.975
PA333285,Garot,Guillaume,SER,SER,26,25,1,0.9615384615384616
PA333285,Garot,Guillaume,SRC,SRC,76,75,1,0.9868421052631579
PA333335,Féron,Hervé,SER,SER,15,15,0,1
PA333335,Féron,Hervé,SRC,SRC,111,105,6,0.9459459459459459
PA333421,Pancher,Bertrand,UDI,UDI,136,130,6,0.9558823529411765
PA333611,Filippetti,Aurélie,SER,SER,10,10,0,1
PA333611,Filippetti,Aurélie,SRC,SRC,50,24,26,0.48
PA333818,Hutin,Christian,SER,SER,14,14,0,1
PA333818,Hutin,Christian,SRC,SRC,146,120,26,0.821917808219178
PA334,Bacquet,Jean-Paul,SER,SER,21,19,2,0.9047619047619048
PA334,Bacquet,Jean-Paul,SRC,SRC,137,130,7,0.948905109489051
PA334116,Maquet,Jacqueline,SER,SER,22,22,0,1
PA334116,Maquet,Jacqueline,SRC,SRC,147,146,1,0.9931972789115646
PA334149,Fasquelle,Daniel,LES-REP,Les Républicains,49,49,0,1
PA334149,Fasquelle,Daniel,UMP,UMP,140,140,0,1
PA334160,Cuvillier,Frédéric,SER,SER,21,21,0,1
PA334160,Cuvillier,Frédéric,SRC,SRC,54,53,1,0.9814814814814815
PA334654,Straumann,Éric,LES-REP,Les Républicains,47,46,1,0.9787234042553191
PA334654,Straumann,Éric,UMP,UMP,142,139,3,0.9788732394366197
PA334755,Muet,Pierre-Alain,SER,SER,17,16,1,0.9411764705882353
PA334755,Muet,Pierre-Alain,SRC,SRC,138,123,15,0.8913043478260869
PA334768,Touraine,Jean-Louis,SER,SER,18,18,0,1
PA334768,Touraine,Jean-Louis,SRC,SRC,177,167,10,0.943502824858757
PA334811,Crozon,Pascale,SER,SER,30,30,0,1
PA334811,Crozon,Pascale,SRC,SRC,162,155,7,0.9567901234567902
PA334843,Verchère,Patrice,LES-REP,Les Républicains,78,74,4,0.9487179487179487
PA334843,Verchère,Patrice,UMP,UMP,117,115,2,0.9829059829059829
PA334906,Meunier,Philippe,LES-REP,Les Républicains,57,55,2,0.9649122807017544
PA334906,Meunier,Philippe,UMP,UMP,134,129,5,0.9626865671641791
PA334951,Villaumé,Jean-Michel,SER,SER,24,23,1,0.9583333333333334
PA334951,Villaumé,Jean-Michel,SRC,SRC,187,183,4,0.9786096256684492
